Full Name,State,County,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent,FIPS
"Ouachita Parish, Louisiana",Louisiana,Ouachita Parish,2019,153279,897.0,1660,41137,569,22073
"Ouachita Parish, Louisiana",Louisiana,Ouachita Parish,2021,158768,,3712,47400,590,22073
"Ouachita Parish, Louisiana",Louisiana,Ouachita Parish,2022,157702,,3522,45840,685,22073
"Ouachita Parish, Louisiana",Louisiana,Ouachita Parish,2023,157568,,1420,52695,725,22073
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2005,123090,,1064,34236,385,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2006,130201,625.0,552,34965,432,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2007,130079,1070.0,628,37034,447,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2008,133131,817.0,767,42763,460,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2009,133937,,858,39631,503,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2010,131779,,801,40377,471,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2011,132374,943.0,661,35047,447,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2012,132373,954.0,1263,41321,486,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2013,132723,,1175,39331,522,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2014,132488,,1872,40434,541,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2015,132141,,487,43222,549,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2016,132424,,503,42582,567,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2017,131648,,486,41646,615,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2018,130562,,616,49175,625,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2019,129648,,582,50490,661,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2021,128654,,535,45183,626,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2022,127189,,544,58161,637,22079
"Rapides Parish, Louisiana",Louisiana,Rapides Parish,2023,126260,,491,51301,670,22079
"St. Bernard Parish, Louisiana",Louisiana,St. Bernard Parish,2005,64576,,311,34858,468,22087
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2005,88409,,785,22460,237,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2006,91528,,378,23119,271,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2007,91362,,381,26275,246,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2008,92173,,265,33138,309,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2009,92326,,450,34559,317,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2010,83454,,507,33388,312,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2011,83552,,257,34337,358,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2012,83662,,453,35765,386,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2013,83454,,336,31955,418,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2014,83709,,244,27753,402,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2015,83848,,106,30286,410,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2016,83883,,111,31207,449,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2017,83497,,322,34462,446,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2018,82764,,84,32867,429,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2019,82124,,556,38681,463,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2021,82071,,786,38599,472,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2022,81773,,593,41976,549,22097
"St. Landry Parish, Louisiana",Louisiana,St. Landry Parish,2023,81464,,235,41393,522,22097
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2005,217999,,1686,53979,586,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2006,230605,2685.0,3231,58976,648,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2007,226625,4206.0,577,59774,680,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2008,228456,3786.0,578,55871,827,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2009,231495,3244.0,756,58807,835,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2010,234568,3214.0,489,59350,762,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2011,236785,,427,56536,750,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2012,239453,3269.0,946,56650,845,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2013,242333,2889.0,665,61280,826,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2014,245829,3492.0,1223,63210,748,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2015,250088,5692.0,889,63180,830,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2016,253602,,557,64639,827,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2017,256327,6962.0,747,67396,917,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2018,258111,7971.0,1021,65392,901,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2019,260419,,1220,69076,948,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2021,269388,,1468,66582,989,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2022,273263,,1310,76269,1014,22103
"St. Tammany Parish, Louisiana",Louisiana,St. Tammany Parish,2023,275583,,1127,76420,1126,22103
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2005,103261,,1115,35154,381,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2006,113137,,1613,33075,509,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2007,115398,,1109,32763,493,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2008,117001,,763,41399,496,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2009,118688,,1128,37672,541,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2010,121425,,962,37390,566,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2011,122571,,838,39391,567,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2012,123441,,444,34904,578,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2013,125412,,447,44166,585,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2014,127049,,398,40689,590,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2015,128755,,366,42962,632,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2016,130710,,570,48162,616,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2017,132497,,376,44861,647,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2018,133777,,602,48205,684,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2019,134758,,452,47825,697,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2021,135217,,638,52872,725,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2022,137048,,263,55391,678,22105
"Tangipahoa Parish, Louisiana",Louisiana,Tangipahoa Parish,2023,138064,,338,54417,830,22105
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2005,106078,,297,37115,438,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2006,109348,,1246,45258,419,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2007,108424,,396,44193,528,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2008,108576,,377,51023,576,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2009,109291,,662,47728,524,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2010,111861,,484,48583,596,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2011,111917,,195,43963,633,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2012,111893,,601,48911,712,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2013,112749,,254,55148,703,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2014,113328,,533,46678,697,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2015,113972,,863,41786,640,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2016,113220,,423,46026,732,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2017,112086,,658,42857,675,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2018,111021,,364,52820,705,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2019,110461,,1730,48446,699,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2021,108708,,625,63100,731,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2022,104786,,732,57299,772,22109
"Terrebonne Parish, Louisiana",Louisiana,Terrebonne Parish,2023,103616,,701,64084,826,22109
"Androscoggin County, Maine",Maine,Androscoggin County,2005,104298,,2935,43005,554,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2006,107552,,3761,37945,509,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2007,106815,,2511,46400,565,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2008,106877,1677.0,1920,45225,567,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2009,106539,,1786,39990,573,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2010,107623,,3286,41190,594,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2011,107398,,3140,44689,609,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2012,107609,,3121,44297,625,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2013,107604,,2501,44127,626,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2014,107440,,1665,48007,621,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2015,107233,,1769,50338,659,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2016,107319,,1526,49081,657,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2017,107651,,1660,48286,625,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2018,107679,1700.0,1664,49697,713,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2019,108277,,786,63813,734,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2021,111034,,2189,62958,812,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2022,113023,,1921,63438,868,23001
"Androscoggin County, Maine",Maine,Androscoggin County,2023,113765,,3370,63404,907,23001
"Aroostook County, Maine",Maine,Aroostook County,2005,71046,,2339,32148,362,23003
"Aroostook County, Maine",Maine,Aroostook County,2006,73008,,1904,32642,377,23003
"Aroostook County, Maine",Maine,Aroostook County,2007,72047,1403.0,1697,35452,371,23003
"Aroostook County, Maine",Maine,Aroostook County,2008,71676,1513.0,1578,36346,385,23003
"Aroostook County, Maine",Maine,Aroostook County,2009,71488,,2494,34610,459,23003
"Aroostook County, Maine",Maine,Aroostook County,2010,71720,,2449,36403,433,23003
"Aroostook County, Maine",Maine,Aroostook County,2011,71482,,1542,35148,409,23003
"Aroostook County, Maine",Maine,Aroostook County,2012,70868,1107.0,1675,38453,473,23003
"Aroostook County, Maine",Maine,Aroostook County,2013,70055,,1520,36825,479,23003
"Aroostook County, Maine",Maine,Aroostook County,2014,69447,,1676,35439,472,23003
"Aroostook County, Maine",Maine,Aroostook County,2015,68628,,1111,36596,469,23003
"Aroostook County, Maine",Maine,Aroostook County,2016,67959,,1329,39450,478,23003
"Aroostook County, Maine",Maine,Aroostook County,2017,67653,,579,43015,458,23003
"Aroostook County, Maine",Maine,Aroostook County,2018,67111,,977,38233,477,23003
"Aroostook County, Maine",Maine,Aroostook County,2019,67055,,988,38768,495,23003
"Aroostook County, Maine",Maine,Aroostook County,2021,66859,,869,52849,593,23003
"Aroostook County, Maine",Maine,Aroostook County,2022,67255,,1374,51395,589,23003
"Aroostook County, Maine",Maine,Aroostook County,2023,67351,,1441,57030,755,23003
"Cumberland County, Maine",Maine,Cumberland County,2005,264737,7854.0,3646,50057,710,23005
"Cumberland County, Maine",Maine,Cumberland County,2006,274598,7620.0,3063,51520,757,23005
"Cumberland County, Maine",Maine,Cumberland County,2007,275374,7173.0,3323,55278,748,23005
"Cumberland County, Maine",Maine,Cumberland County,2008,276047,7428.0,4847,53875,755,23005
"Cumberland County, Maine",Maine,Cumberland County,2009,278559,8211.0,4274,52359,808,23005
"Cumberland County, Maine",Maine,Cumberland County,2010,281457,6912.0,5511,58562,794,23005
"Cumberland County, Maine",Maine,Cumberland County,2011,282401,7356.0,5815,55985,834,23005
"Cumberland County, Maine",Maine,Cumberland County,2012,283921,8760.0,4686,55503,837,23005
"Cumberland County, Maine",Maine,Cumberland County,2013,285456,10715.0,4359,54780,835,23005
"Cumberland County, Maine",Maine,Cumberland County,2014,287797,9895.0,2516,61992,853,23005
"Cumberland County, Maine",Maine,Cumberland County,2015,289977,9289.0,3724,64215,895,23005
"Cumberland County, Maine",Maine,Cumberland County,2016,292041,11384.0,2044,65913,947,23005
"Cumberland County, Maine",Maine,Cumberland County,2017,292500,13328.0,1837,71975,1006,23005
"Cumberland County, Maine",Maine,Cumberland County,2018,293557,12654.0,2421,72452,1036,23005
"Cumberland County, Maine",Maine,Cumberland County,2019,295003,11747.0,1704,76059,1086,23005
"Cumberland County, Maine",Maine,Cumberland County,2021,305231,42619.0,3568,80982,1202,23005
"Cumberland County, Maine",Maine,Cumberland County,2022,307451,36661.0,2747,89345,1326,23005
"Cumberland County, Maine",Maine,Cumberland County,2023,310230,35353.0,2109,98369,1484,23005
"Kennebec County, Maine",Maine,Kennebec County,2005,117620,,2139,44162,487,23011
"Kennebec County, Maine",Maine,Kennebec County,2006,121068,,3653,44758,487,23011
"Kennebec County, Maine",Maine,Kennebec County,2007,120839,,2890,44113,506,23011
"Kennebec County, Maine",Maine,Kennebec County,2008,120959,,2720,46314,543,23011
"Kennebec County, Maine",Maine,Kennebec County,2009,121090,,2769,45007,536,23011
"Kennebec County, Maine",Maine,Kennebec County,2010,122143,,2895,44964,601,23011
