State,Place,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Florida,Deltona city,"Deltona city, Florida",2011,85212,,801.0,40532,765.0
Florida,Fort Lauderdale city,"Fort Lauderdale city, Florida",2011,168527,,692.0,46145,856.0
Florida,Fort Myers city,"Fort Myers city, Florida",2011,63528,,652.0,36560,668.0
Florida,Gainesville city,"Gainesville city, Florida",2011,125325,2528.0,949.0,30143,645.0
Florida,Hialeah city,"Hialeah city, Florida",2011,229967,7814.0,1718.0,27208,842.0
Florida,Hollywood city,"Hollywood city, Florida",2011,143351,,808.0,42494,855.0
Florida,Jacksonville city,"Jacksonville city, Florida",2011,827909,17686.0,8994.0,44802,704.0
Florida,Kendall CDP,"Kendall CDP, Florida",2011,75893,,383.0,51442,1081.0
Florida,Lakeland city,"Lakeland city, Florida",2011,98608,,1017.0,36046,661.0
Florida,Largo city,"Largo city, Florida",2011,77720,,840.0,38427,729.0
Florida,Lauderhill city,"Lauderhill city, Florida",2011,68115,,808.0,41196,873.0
Florida,Lehigh Acres CDP,"Lehigh Acres CDP, Florida",2011,98100,,364.0,38796,678.0
Florida,Melbourne city,"Melbourne city, Florida",2011,76089,,653.0,36047,667.0
Florida,Miami Beach city,"Miami Beach city, Florida",2011,89845,,253.0,39161,970.0
Florida,Miami Gardens city,"Miami Gardens city, Florida",2011,109672,,821.0,36735,919.0
Florida,Miami city,"Miami city, Florida",2011,408760,4621.0,3994.0,28536,807.0
Florida,Miramar city,"Miramar city, Florida",2011,124285,,1386.0,60851,1186.0
Florida,Orlando city,"Orlando city, Florida",2011,243209,3513.0,1360.0,40275,770.0
Florida,Palm Bay city,"Palm Bay city, Florida",2011,103234,,757.0,43020,771.0
Florida,Palm Coast city,"Palm Coast city, Florida",2011,79538,,350.0,45889,861.0
Florida,Pembroke Pines city,"Pembroke Pines city, Florida",2011,157612,,566.0,54766,1170.0
Florida,Plantation city,"Plantation city, Florida",2011,86516,,353.0,66193,1183.0
Florida,Pompano Beach city,"Pompano Beach city, Florida",2011,101632,,576.0,34560,910.0
Florida,Port St. Lucie city,"Port St. Lucie city, Florida",2011,166162,,906.0,46916,948.0
Florida,Riverview CDP,"Riverview CDP, Florida",2011,62319,,67.0,65541,955.0
Florida,Spring Hill CDP,"Spring Hill CDP, Florida",2011,106718,,1438.0,41116,769.0
Florida,St. Petersburg city,"St. Petersburg city, Florida",2011,244995,3740.0,1615.0,40881,730.0
Florida,Sunrise city,"Sunrise city, Florida",2011,85990,,308.0,43588,1061.0
Florida,Tallahassee city,"Tallahassee city, Florida",2011,182955,3165.0,1456.0,38607,732.0
Florida,Tampa city,"Tampa city, Florida",2011,346064,8086.0,4159.0,40073,770.0
Florida,Town 'n' Country CDP,"Town 'n' Country CDP, Florida",2011,78227,,880.0,45418,777.0
Florida,West Palm Beach city,"West Palm Beach city, Florida",2011,101065,,812.0,46380,891.0
Florida,Weston city,"Weston city, Florida",2011,66545,,0.0,94214,1861.0
Georgia,Albany city,"Albany city, Georgia",2011,78701,,251.0,26311,467.0
Georgia,Athens-Clarke County unified government (balance),"Athens-Clarke County unified government (balance), Georgia",2011,115939,1918.0,201.0,28554,577.0
Georgia,Atlanta city,"Atlanta city, Georgia",2011,432425,13992.0,4753.0,43903,764.0
Georgia,Augusta-Richmond County consolidated government (balance),"Augusta-Richmond County consolidated government (balance), Georgia",2011,194928,1522.0,1377.0,39040,582.0
Georgia,Columbus city,"Columbus city, Georgia",2011,194107,8318.0,1335.0,37333,569.0
Georgia,Johns Creek city,"Johns Creek city, Georgia",2011,79183,,0.0,111036,937.0
Georgia,Macon city,"Macon city, Georgia",2011,92138,,1115.0,24824,485.0
Georgia,Roswell city,"Roswell city, Georgia",2011,91165,,379.0,66044,743.0
Georgia,Sandy Springs city,"Sandy Springs city, Georgia",2011,96859,,1329.0,58031,755.0
Georgia,Savannah city,"Savannah city, Georgia",2011,139499,1529.0,541.0,36760,679.0
Georgia,Warner Robins city,"Warner Robins city, Georgia",2011,68315,,167.0,37262,588.0
Hawaii,Urban Honolulu CDP,"Urban Honolulu CDP, Hawaii",2011,340931,6772.0,5148.0,53614,1101.0
Idaho,Boise City city,"Boise City city, Idaho",2011,210151,5936.0,3521.0,41474,660.0
Idaho,Meridian city,"Meridian city, Idaho",2011,76742,,850.0,56810,768.0
Idaho,Nampa city,"Nampa city, Idaho",2011,82759,,1342.0,37435,583.0
Illinois,Arlington Heights village,"Arlington Heights village, Illinois",2011,76755,,606.0,76558,981.0
Illinois,Aurora city,"Aurora city, Illinois",2011,193398,2569.0,825.0,62461,828.0
Illinois,Bloomington city,"Bloomington city, Illinois",2011,77078,,428.0,59011,590.0
Illinois,Bolingbrook village,"Bolingbrook village, Illinois",2011,72719,,1064.0,71474,938.0
Illinois,Champaign city,"Champaign city, Illinois",2011,81296,,673.0,32965,743.0
Illinois,Chicago city,"Chicago city, Illinois",2011,2707123,51481.0,41650.0,43628,789.0
Illinois,Cicero town,"Cicero town, Illinois",2011,84263,,341.0,39557,714.0
Illinois,Decatur city,"Decatur city, Illinois",2011,74617,,1034.0,39841,498.0
Illinois,Elgin city,"Elgin city, Illinois",2011,116108,,1181.0,56337,774.0
Illinois,Evanston city,"Evanston city, Illinois",2011,74791,2527.0,290.0,60033,944.0
Illinois,Joliet city,"Joliet city, Illinois",2011,152902,1302.0,990.0,56993,710.0
Illinois,Naperville city,"Naperville city, Illinois",2011,143289,,300.0,110131,1093.0
Illinois,Palatine village,"Palatine village, Illinois",2011,68815,,420.0,63756,1005.0
Illinois,Peoria city,"Peoria city, Illinois",2011,113715,,1209.0,41541,532.0
Illinois,Rockford city,"Rockford city, Illinois",2011,152485,,3063.0,34024,581.0
Illinois,Schaumburg village,"Schaumburg village, Illinois",2011,74198,,464.0,66553,1035.0
Illinois,Skokie village,"Skokie village, Illinois",2011,65070,1540.0,650.0,61357,984.0
Illinois,Springfield city,"Springfield city, Illinois",2011,117178,1800.0,1477.0,44384,557.0
Illinois,Waukegan city,"Waukegan city, Illinois",2011,92734,,1068.0,42681,727.0
Indiana,Bloomington city,"Bloomington city, Indiana",2011,81033,,373.0,24126,658.0
Indiana,Carmel city,"Carmel city, Indiana",2011,81534,,207.0,116874,1043.0
Indiana,Evansville city,"Evansville city, Indiana",2011,118117,1679.0,1443.0,35939,529.0
Indiana,Fishers town,"Fishers town, Indiana",2011,78756,,240.0,90330,874.0
Indiana,Fort Wayne city,"Fort Wayne city, Indiana",2011,258803,3484.0,3115.0,42277,519.0
Indiana,Gary city,"Gary city, Indiana",2011,80125,,1194.0,24956,546.0
Indiana,Hammond city,"Hammond city, Indiana",2011,80758,,1006.0,35452,636.0
Indiana,Indianapolis city (balance),"Indianapolis city (balance), Indiana",2011,824232,8772.0,10384.0,39015,606.0
Indiana,Lafayette city,"Lafayette city, Indiana",2011,66105,,798.0,38927,604.0
Indiana,Muncie city,"Muncie city, Indiana",2011,69131,,488.0,26913,536.0
Indiana,South Bend city,"South Bend city, Indiana",2011,101103,699.0,1604.0,31927,558.0
Iowa,Cedar Rapids city,"Cedar Rapids city, Iowa",2011,127902,2226.0,1518.0,50528,542.0
Iowa,Davenport city,"Davenport city, Iowa",2011,100805,,1631.0,41672,565.0
Iowa,Des Moines city,"Des Moines city, Iowa",2011,206577,2675.0,3048.0,41813,626.0
Iowa,Iowa City city,"Iowa City city, Iowa",2011,68940,1135.0,415.0,41084,708.0
Iowa,Sioux City city,"Sioux City city, Iowa",2011,81453,,878.0,37846,509.0
Iowa,Waterloo city,"Waterloo city, Iowa",2011,68646,,931.0,36127,528.0
Kansas,Kansas City city,"Kansas City city, Kansas",2011,146198,1074.0,2473.0,37036,531.0
Kansas,Lawrence city,"Lawrence city, Kansas",2011,89851,1691.0,821.0,43210,739.0
Kansas,Olathe city,"Olathe city, Kansas",2011,127902,,788.0,72449,700.0
Kansas,Overland Park city,"Overland Park city, Kansas",2011,176182,,196.0,66544,760.0
Kansas,Topeka city,"Topeka city, Kansas",2011,128194,1468.0,1641.0,36666,510.0
Kansas,Wichita city,"Wichita city, Kansas",2011,384439,4553.0,4608.0,44184,508.0
Kentucky,Lexington-Fayette urban county,"Lexington-Fayette urban county, Kentucky",2011,301569,6081.0,1559.0,47207,601.0
Kentucky,Louisville/Jefferson County metro government (balance),"Louisville/Jefferson County metro government (balance), Kentucky",2011,602037,7075.0,7948.0,42019,552.0
Louisiana,Baton Rouge city,"Baton Rouge city, Louisiana",2011,230148,2538.0,1687.0,36894,624.0
Louisiana,Kenner city,"Kenner city, Louisiana",2011,66725,,653.0,41128,783.0
Louisiana,Lafayette city,"Lafayette city, Louisiana",2011,122128,1609.0,811.0,41546,649.0
Louisiana,Lake Charles city,"Lake Charles city, Louisiana",2011,72475,,380.0,32194,565.0
Louisiana,Metairie CDP,"Metairie CDP, Louisiana",2011,137775,1972.0,323.0,49051,729.0
Louisiana,New Orleans city,"New Orleans city, Louisiana",2011,360740,5144.0,2946.0,35041,753.0
Louisiana,Shreveport city,"Shreveport city, Louisiana",2011,201871,1839.0,1852.0,36593,590.0
Maryland,Baltimore city,"Baltimore city, Maryland",2011,619493,5641.0,19225.0,38721,722.0
Maryland,Columbia CDP,"Columbia CDP, Maryland",2011,104643,,804.0,94647,1237.0
Maryland,Ellicott City CDP,"Ellicott City CDP, Maryland",2011,68010,,155.0,102589,1139.0
Maryland,Frederick city,"Frederick city, Maryland",2011,66165,,671.0,61384,1015.0
Maryland,Germantown CDP,"Germantown CDP, Maryland",2011,84447,,498.0,74918,1361.0
Maryland,Glen Burnie CDP,"Glen Burnie CDP, Maryland",2011,69026,,1987.0,61386,936.0
Maryland,Silver Spring CDP,"Silver Spring CDP, Maryland",2011,78430,,1020.0,70797,1273.0
Maryland,Waldorf CDP,"Waldorf CDP, Maryland",2011,71674,,475.0,85027,1312.0
Massachusetts,Boston city,"Boston city, Massachusetts",2011,624969,12589.0,12182.0,49081,1118.0
Massachusetts,Brockton city,"Brockton city, Massachusetts",2011,94312,1146.0,1846.0,44786,904.0
Massachusetts,Cambridge city,"Cambridge city, Massachusetts",2011,106039,5269.0,635.0,67886,1555.0
Massachusetts,Fall River city,"Fall River city, Massachusetts",2011,88964,,2975.0,34105,594.0
Massachusetts,Framingham CDP,"Framingham CDP, Massachusetts",2011,68986,,663.0,65144,933.0
Massachusetts,Lawrence city,"Lawrence city, Massachusetts",2011,76971,282.0,1274.0,30705,781.0
Massachusetts,Lowell city,"Lowell city, Massachusetts",2011,107582,1000.0,2312.0,51236,880.0
Massachusetts,Lynn city,"Lynn city, Massachusetts",2011,91035,1490.0,917.0,44296,813.0
Massachusetts,New Bedford city,"New Bedford city, Massachusetts",2011,95180,791.0,3182.0,37737,646.0
Massachusetts,Newton city,"Newton city, Massachusetts",2011,85946,3644.0,559.0,107577,1439.0
Massachusetts,Quincy city,"Quincy city, Massachusetts",2011,92914,,1645.0,61391,1097.0
Massachusetts,Somerville city,"Somerville city, Massachusetts",2011,76529,1224.0,465.0,61241,1279.0
Massachusetts,Springfield city,"Springfield city, Massachusetts",2011,153157,,4176.0,32124,594.0
Massachusetts,Worcester city,"Worcester city, Massachusetts",2011,181641,2925.0,2830.0,42718,762.0
Michigan,Ann Arbor city,"Ann Arbor city, Michigan",2011,114932,,660.0,49219,870.0
Michigan,Dearborn city,"Dearborn city, Michigan",2011,97131,,1403.0,44623,719.0
Michigan,Detroit city,"Detroit city, Michigan",2011,706640,5515.0,21860.0,25193,547.0
Michigan,Farmington Hills city,"Farmington Hills city, Michigan",2011,80255,,883.0,71765,807.0
Michigan,Flint city,"Flint city, Michigan",2011,101568,,4579.0,23830,435.0
Michigan,Grand Rapids city,"Grand Rapids city, Michigan",2011,189813,3492.0,9182.0,36408,615.0
Michigan,Kalamazoo city,"Kalamazoo city, Michigan",2011,74743,,2085.0,30068,577.0
Michigan,Lansing city,"Lansing city, Michigan",2011,114738,,2752.0,31975,585.0
Michigan,Livonia city,"Livonia city, Michigan",2011,95947,,731.0,65851,696.0
Michigan,Rochester Hills city,"Rochester Hills city, Michigan",2011,71457,,750.0,71590,846.0
Michigan,Southfield city,"Southfield city, Michigan",2011,72201,,1324.0,46842,809.0
Michigan,Sterling Heights city,"Sterling Heights city, Michigan",2011,129884,,1481.0,49865,684.0
Michigan,Troy city,"Troy city, Michigan",2011,81507,,911.0,77734,826.0
Michigan,Warren city,"Warren city, Michigan",2011,134250,1199.0,2432.0,41658,651.0
Michigan,Westland city,"Westland city, Michigan",2011,83235,,1013.0,41790,626.0
Michigan,Wyoming city,"Wyoming city, Michigan",2011,72839,,1356.0,47372,618.0
Minnesota,Bloomington city,"Bloomington city, Minnesota",2011,84060,2256.0,1082.0,59810,782.0
Minnesota,Brooklyn Park city,"Brooklyn Park city, Minnesota",2011,76830,,1469.0,55911,744.0
Minnesota,Duluth city,"Duluth city, Minnesota",2011,86284,1476.0,1751.0,40940,613.0
Minnesota,Minneapolis city,"Minneapolis city, Minnesota",2011,387736,11053.0,11225.0,46682,730.0
Minnesota,Plymouth city,"Plymouth city, Minnesota",2011,71561,,227.0,81438,952.0
Minnesota,Rochester city,"Rochester city, Minnesota",2011,107887,1878.0,1076.0,63713,700.0
Minnesota,St. Cloud city,"St. Cloud city, Minnesota",2011,68066,,1493.0,41407,699.0
Minnesota,St. Paul city,"St. Paul city, Minnesota",2011,288437,7035.0,7801.0,42069,715.0
Mississippi,Gulfport city,"Gulfport city, Mississippi",2011,69221,,300.0,35471,616.0
Mississippi,Jackson city,"Jackson city, Mississippi",2011,175607,2299.0,6066.0,31370,554.0
Missouri,Columbia city,"Columbia city, Missouri",2011,110432,2615.0,609.0,45427,578.0
Missouri,Independence city,"Independence city, Missouri",2011,117210,,1124.0,41487,562.0
Missouri,Kansas City city,"Kansas City city, Missouri",2011,463156,8689.0,5394.0,43810,608.0
Missouri,Lee's Summit city,"Lee's Summit city, Missouri",2011,91352,,821.0,72390,775.0
Missouri,O'Fallon city,"O'Fallon city, Missouri",2011,80534,,53.0,73669,799.0
Missouri,Springfield city,"Springfield city, Missouri",2011,160662,2670.0,1149.0,33391,513.0
Missouri,St. Charles city,"St. Charles city, Missouri",2011,66600,,289.0,55781,666.0
Missouri,St. Joseph city,"St. Joseph city, Missouri",2011,77095,,639.0,39563,489.0
Missouri,St. Louis city,"St. Louis city, Missouri",2011,318069,4539.0,4846.0,32570,539.0
Montana,Billings city,"Billings city, Montana",2011,105623,,1358.0,43530,579.0
Montana,Missoula city,"Missoula city, Montana",2011,67297,,861.0,36583,644.0
Nebraska,Lincoln city,"Lincoln city, Nebraska",2011,262350,4435.0,2026.0,46670,580.0
Nebraska,Omaha city,"Omaha city, Nebraska",2011,415076,5198.0,4636.0,45536,619.0
Nevada,Enterprise CDP,"Enterprise CDP, Nevada",2011,120194,,1381.0,64608,1009.0
Nevada,Henderson city,"Henderson city, Nevada",2011,260072,3680.0,1862.0,60453,943.0
Nevada,Las Vegas city,"Las Vegas city, Nevada",2011,589340,8038.0,10148.0,46995,803.0
Nevada,North Las Vegas city,"North Las Vegas city, Nevada",2011,219017,,2273.0,50006,864.0
Nevada,Paradise CDP,"Paradise CDP, Nevada",2011,216387,2275.0,2876.0,40665,730.0
Nevada,Reno city,"Reno city, Nevada",2011,227509,3149.0,1876.0,44846,713.0
Nevada,Sparks city,"Sparks city, Nevada",2011,91202,,927.0,50568,821.0
Nevada,Spring Valley CDP,"Spring Valley CDP, Nevada",2011,191336,,579.0,47084,897.0
Nevada,Sunrise Manor CDP,"Sunrise Manor CDP, Nevada",2011,181940,1329.0,2620.0,37947,665.0
New Hampshire,Manchester city,"Manchester city, New Hampshire",2011,109835,,1634.0,51082,843.0
New Hampshire,Nashua city,"Nashua city, New Hampshire",2011,86702,,1017.0,60923,910.0
New Jersey,Camden city,"Camden city, New Jersey",2011,77277,,4198.0,21191,678.0
New Jersey,Clifton city,"Clifton city, New Jersey",2011,84262,651.0,473.0,59954,984.0
New Jersey,East Orange city,"East Orange city, New Jersey",2011,64363,,2619.0,30867,855.0
New Jersey,Elizabeth city,"Elizabeth city, New Jersey",2011,125662,1630.0,1005.0,41986,877.0
New Jersey,Jersey City city,"Jersey City city, New Jersey",2011,250317,4508.0,3357.0,56843,983.0
New Jersey,Newark city,"Newark city, New Jersey",2011,277545,1411.0,10052.0,31731,814.0
New Jersey,Passaic city,"Passaic city, New Jersey",2011,69906,,1382.0,29094,854.0
New Jersey,Paterson city,"Paterson city, New Jersey",2011,146426,260.0,3482.0,32419,911.0
New Jersey,Toms River CDP,"Toms River CDP, New Jersey",2011,89032,,989.0,71182,1067.0
New Jersey,Trenton city,"Trenton city, New Jersey",2011,84912,563.0,3653.0,36049,808.0
New Jersey,Union City city,"Union City city, New Jersey",2011,67176,292.0,1186.0,36597,911.0
New Mexico,Albuquerque city,"Albuquerque city, New Mexico",2011,552801,9971.0,6424.0,43606,662.0
New Mexico,Las Cruces city,"Las Cruces city, New Mexico",2011,99661,,1019.0,37576,548.0
New Mexico,Rio Rancho city,"Rio Rancho city, New Mexico",2011,89214,,354.0,52237,781.0
New Mexico,Santa Fe city,"Santa Fe city, New Mexico",2011,68634,3889.0,995.0,46617,804.0
New York,Albany city,"Albany city, New York",2011,97664,,1850.0,37141,713.0
New York,Buffalo city,"Buffalo city, New York",2011,261004,2050.0,6910.0,29158,511.0
New York,Cheektowaga CDP,"Cheektowaga CDP, New York",2011,76902,,910.0,47703,547.0
New York,Mount Vernon city,"Mount Vernon city, New York",2011,67789,1678.0,2179.0,50709,1042.0
New York,New Rochelle city,"New Rochelle city, New York",2011,77591,1536.0,771.0,59120,1165.0
New York,New York city,"New York city, New York",2011,8244910,141423.0,127696.0,49461,1063.0
New York,Rochester city,"Rochester city, New York",2011,210850,2923.0,9725.0,28963,593.0
New York,Schenectady city,"Schenectady city, New York",2011,66276,,1652.0,35488,654.0
New York,Syracuse city,"Syracuse city, New York",2011,145150,1672.0,4574.0,28817,576.0
New York,Yonkers city,"Yonkers city, New York",2011,197397,1680.0,2549.0,50656,1049.0
North Carolina,Asheville city,"Asheville city, North Carolina",2011,84458,,852.0,39082,665.0
