State,County,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Maine,Cumberland County,"Cumberland County, Maine",2016,292041,11384.0,2044,65913,947
Maine,Kennebec County,"Kennebec County, Maine",2016,120569,,1709,51573,627
Maine,Penobscot County,"Penobscot County, Maine",2016,151806,,2270,47328,680
Maine,York County,"York County, Maine",2016,202343,4625.0,3658,60863,837
Maryland,Allegany County,"Allegany County, Maryland",2016,72130,,651,45606,573
Maryland,Anne Arundel County,"Anne Arundel County, Maryland",2016,568346,15202.0,4137,96483,1372
Maryland,Baltimore County,"Baltimore County, Maryland",2016,831026,17680.0,7020,72764,1097
Maryland,Baltimore city,"Baltimore city, Maryland",2016,614664,13406.0,11051,47350,852
Maryland,Calvert County,"Calvert County, Maryland",2016,91251,,1621,98732,1194
Maryland,Carroll County,"Carroll County, Maryland",2016,167656,,962,90343,911
Maryland,Cecil County,"Cecil County, Maryland",2016,102603,,880,74221,922
Maryland,Charles County,"Charles County, Maryland",2016,157705,1784.0,918,95735,1349
Maryland,Frederick County,"Frederick County, Maryland",2016,247591,9373.0,1484,90043,1150
Maryland,Harford County,"Harford County, Maryland",2016,251032,6060.0,1460,84175,1023
Maryland,Howard County,"Howard County, Maryland",2016,317233,10019.0,1775,120941,1482
Maryland,Montgomery County,"Montgomery County, Maryland",2016,1043863,34141.0,4796,99763,1517
Maryland,Prince George's County,"Prince George's County, Maryland",2016,908049,15672.0,7315,79184,1251
Maryland,St. Mary's County,"St. Mary's County, Maryland",2016,112587,,2029,78195,1205
Maryland,Washington County,"Washington County, Maryland",2016,150292,2685.0,1799,54250,725
Maryland,Wicomico County,"Wicomico County, Maryland",2016,102577,,1035,50844,798
Massachusetts,Barnstable County,"Barnstable County, Massachusetts",2016,214276,7690.0,2123,67898,1165
Massachusetts,Berkshire County,"Berkshire County, Massachusetts",2016,126903,,1178,58418,718
Massachusetts,Bristol County,"Bristol County, Massachusetts",2016,558324,9333.0,8797,66027,712
Massachusetts,Essex County,"Essex County, Massachusetts",2016,779018,21338.0,11911,73901,1024
Massachusetts,Franklin County,"Franklin County, Massachusetts",2016,70382,,710,57106,765
Massachusetts,Hampden County,"Hampden County, Massachusetts",2016,468467,8261.0,6522,51544,734
Massachusetts,Hampshire County,"Hampshire County, Massachusetts",2016,161816,,1017,64354,903
Massachusetts,Middlesex County,"Middlesex County, Massachusetts",2016,1589774,50052.0,9104,95249,1368
Massachusetts,Norfolk County,"Norfolk County, Massachusetts",2016,697181,19105.0,3856,92696,1379
Massachusetts,Plymouth County,"Plymouth County, Massachusetts",2016,513565,13519.0,4003,82087,1055
Massachusetts,Suffolk County,"Suffolk County, Massachusetts",2016,784230,12368.0,11197,61796,1330
Massachusetts,Worcester County,"Worcester County, Massachusetts",2016,819589,25143.0,7778,69295,849
Michigan,Allegan County,"Allegan County, Michigan",2016,115548,,542,57846,640
Michigan,Bay County,"Bay County, Michigan",2016,104747,,1164,44756,512
Michigan,Berrien County,"Berrien County, Michigan",2016,154010,2442.0,1182,47083,575
Michigan,Calhoun County,"Calhoun County, Michigan",2016,134386,1389.0,1564,45902,588
Michigan,Clinton County,"Clinton County, Michigan",2016,77888,,325,65730,628
Michigan,Eaton County,"Eaton County, Michigan",2016,109160,,1641,56211,712
Michigan,Genesee County,"Genesee County, Michigan",2016,408615,6103.0,6405,43955,542
Michigan,Grand Traverse County,"Grand Traverse County, Michigan",2016,92084,,1481,58532,767
Michigan,Ingham County,"Ingham County, Michigan",2016,288051,5628.0,2580,49139,692
Michigan,Isabella County,"Isabella County, Michigan",2016,71282,,465,41868,557
Michigan,Jackson County,"Jackson County, Michigan",2016,158460,2080.0,1717,50009,601
Michigan,Kalamazoo County,"Kalamazoo County, Michigan",2016,261654,5710.0,2955,53138,664
Michigan,Kent County,"Kent County, Michigan",2016,642173,15122.0,5473,59668,720
Michigan,Lapeer County,"Lapeer County, Michigan",2016,88340,,2334,54309,639
Michigan,Lenawee County,"Lenawee County, Michigan",2016,98504,1152.0,649,51918,605
Michigan,Livingston County,"Livingston County, Michigan",2016,188624,3930.0,973,78038,815
Michigan,Macomb County,"Macomb County, Michigan",2016,867730,10691.0,5283,60143,777
Michigan,Marquette County,"Marquette County, Michigan",2016,66435,,468,51275,632
Michigan,Midland County,"Midland County, Michigan",2016,83462,,743,57269,655
Michigan,Monroe County,"Monroe County, Michigan",2016,149208,2596.0,1051,60799,703
Michigan,Muskegon County,"Muskegon County, Michigan",2016,173408,2102.0,2255,44264,570
Michigan,Oakland County,"Oakland County, Michigan",2016,1243970,30018.0,7459,71920,876
Michigan,Ottawa County,"Ottawa County, Michigan",2016,282250,4948.0,2353,64513,750
Michigan,Saginaw County,"Saginaw County, Michigan",2016,192326,,1803,45849,552
Michigan,Shiawassee County,"Shiawassee County, Michigan",2016,68554,,645,53244,587
Michigan,St. Clair County,"St. Clair County, Michigan",2016,159587,1573.0,2038,51864,642
Michigan,Van Buren County,"Van Buren County, Michigan",2016,75223,,465,47917,561
Michigan,Washtenaw County,"Washtenaw County, Michigan",2016,364709,10948.0,1981,65601,917
Michigan,Wayne County,"Wayne County, Michigan",2016,1749366,23892.0,24839,43464,647
Minnesota,Anoka County,"Anoka County, Minnesota",2016,345957,9853.0,4655,76533,950
Minnesota,Blue Earth County,"Blue Earth County, Minnesota",2016,66441,,527,53869,771
Minnesota,Carver County,"Carver County, Minnesota",2016,100262,,584,92455,944
Minnesota,Dakota County,"Dakota County, Minnesota",2016,417486,13001.0,3374,78662,990
Minnesota,Hennepin County,"Hennepin County, Minnesota",2016,1232483,40555.0,24179,71200,950
Minnesota,Olmsted County,"Olmsted County, Minnesota",2016,153102,3329.0,2183,72428,826
Minnesota,Ramsey County,"Ramsey County, Minnesota",2016,540649,15399.0,12240,60369,869
Minnesota,Rice County,"Rice County, Minnesota",2016,65622,,755,69135,778
Minnesota,Scott County,"Scott County, Minnesota",2016,143680,,1113,88765,1058
Minnesota,Sherburne County,"Sherburne County, Minnesota",2016,93528,,414,83675,774
Minnesota,St. Louis County,"St. Louis County, Minnesota",2016,199980,3858.0,2496,49825,656
Minnesota,Stearns County,"Stearns County, Minnesota",2016,155652,4970.0,1748,57728,722
Minnesota,Washington County,"Washington County, Minnesota",2016,253117,7459.0,1531,90256,1055
Minnesota,Wright County,"Wright County, Minnesota",2016,132550,3117.0,971,74190,824
Mississippi,DeSoto County,"DeSoto County, Mississippi",2016,175611,,603,64505,830
Mississippi,Forrest County,"Forrest County, Mississippi",2016,75979,,461,37275,546
Mississippi,Harrison County,"Harrison County, Mississippi",2016,203234,2358.0,1614,42770,674
Mississippi,Hinds County,"Hinds County, Mississippi",2016,241229,,2672,43657,657
Mississippi,Jackson County,"Jackson County, Mississippi",2016,141241,,781,54606,701
Mississippi,Jones County,"Jones County, Mississippi",2016,67953,,395,43350,502
Mississippi,Lauderdale County,"Lauderdale County, Mississippi",2016,77755,,404,42364,487
Mississippi,Lee County,"Lee County, Mississippi",2016,85381,,632,42235,554
Mississippi,Madison County,"Madison County, Mississippi",2016,105114,,363,64350,745
Mississippi,Rankin County,"Rankin County, Mississippi",2016,150228,,1329,62332,708
Missouri,Boone County,"Boone County, Missouri",2016,176594,3912.0,1219,52752,654
Missouri,Buchanan County,"Buchanan County, Missouri",2016,88938,,613,48550,538
Missouri,Cape Girardeau County,"Cape Girardeau County, Missouri",2016,78913,,405,50223,623
Missouri,Cass County,"Cass County, Missouri",2016,102845,,807,63420,692
Missouri,Christian County,"Christian County, Missouri",2016,84401,,700,53172,592
Missouri,Clay County,"Clay County, Missouri",2016,239085,6012.0,676,65430,718
Missouri,Cole County,"Cole County, Missouri",2016,76631,,252,55303,525
Missouri,Franklin County,"Franklin County, Missouri",2016,102838,,316,55359,549
Missouri,Greene County,"Greene County, Missouri",2016,288690,7515.0,1837,42062,575
Missouri,Jackson County,"Jackson County, Missouri",2016,691801,16022.0,7690,50815,660
Missouri,Jasper County,"Jasper County, Missouri",2016,119111,,881,45786,547
Missouri,Jefferson County,"Jefferson County, Missouri",2016,224226,,1169,61559,627
Missouri,Platte County,"Platte County, Missouri",2016,98309,,370,77581,774
Missouri,St. Charles County,"St. Charles County, Missouri",2016,390918,15076.0,1481,80644,865
Missouri,St. Francois County,"St. Francois County, Missouri",2016,66627,,688,45431,523
Missouri,St. Louis County,"St. Louis County, Missouri",2016,998581,26308.0,4706,62572,754
Missouri,St. Louis city,"St. Louis city, Missouri",2016,311404,6495.0,2687,40346,617
Montana,Cascade County,"Cascade County, Montana",2016,81755,,678,45138,628
Montana,Flathead County,"Flathead County, Montana",2016,98082,,681,50142,758
Montana,Gallatin County,"Gallatin County, Montana",2016,104502,,363,61211,839
Montana,Lewis and Clark County,"Lewis and Clark County, Montana",2016,67282,,631,63475,698
Montana,Missoula County,"Missoula County, Montana",2016,116130,3792.0,1420,46550,753
Montana,Yellowstone County,"Yellowstone County, Montana",2016,158437,2946.0,1127,57945,737
Nebraska,Douglas County,"Douglas County, Nebraska",2016,554995,13004.0,3469,58990,728
Nebraska,Lancaster County,"Lancaster County, Nebraska",2016,309637,6279.0,3529,58845,670
Nebraska,Sarpy County,"Sarpy County, Nebraska",2016,179023,,422,73569,830
Nevada,Clark County,"Clark County, Nevada",2016,2155664,39852.0,21003,54384,883
Nevada,Washoe County,"Washoe County, Nevada",2016,453616,10508.0,6127,58175,851
New Hampshire,Cheshire County,"Cheshire County, New Hampshire",2016,75774,,651,56364,781
New Hampshire,Grafton County,"Grafton County, New Hampshire",2016,88888,3052.0,1013,61520,790
New Hampshire,Hillsborough County,"Hillsborough County, New Hampshire",2016,407761,12738.0,3122,76254,1001
New Hampshire,Merrimack County,"Merrimack County, New Hampshire",2016,148582,4533.0,1986,69505,894
New Hampshire,Rockingham County,"Rockingham County, New Hampshire",2016,303251,11960.0,1159,81726,985
New Hampshire,Strafford County,"Strafford County, New Hampshire",2016,127428,3248.0,1283,71295,918
New Jersey,Atlantic County,"Atlantic County, New Jersey",2016,270991,4020.0,2509,56778,929
New Jersey,Bergen County,"Bergen County, New Jersey",2016,939151,22516.0,4735,93683,1335
New Jersey,Burlington County,"Burlington County, New Jersey",2016,449284,9615.0,2456,80254,1122
New Jersey,Camden County,"Camden County, New Jersey",2016,510150,8350.0,5076,66362,864
New Jersey,Cape May County,"Cape May County, New Jersey",2016,94430,2047.0,532,62548,913
New Jersey,Cumberland County,"Cumberland County, New Jersey",2016,153797,685.0,2439,49110,814
New Jersey,Essex County,"Essex County, New Jersey",2016,796914,15465.0,7949,54277,970
New Jersey,Gloucester County,"Gloucester County, New Jersey",2016,292330,5754.0,2931,79879,998
New Jersey,Hudson County,"Hudson County, New Jersey",2016,677983,9191.0,7498,63808,1164
New Jersey,Hunterdon County,"Hunterdon County, New Jersey",2016,124676,6169.0,520,113684,1193
New Jersey,Mercer County,"Mercer County, New Jersey",2016,371023,8861.0,3456,77650,1009
New Jersey,Middlesex County,"Middlesex County, New Jersey",2016,837073,18914.0,4940,82375,1286
New Jersey,Monmouth County,"Monmouth County, New Jersey",2016,625846,18276.0,2939,90226,1241
New Jersey,Morris County,"Morris County, New Jersey",2016,498423,13317.0,1899,106985,1375
New Jersey,Ocean County,"Ocean County, New Jersey",2016,592497,11704.0,4334,62222,1180
New Jersey,Passaic County,"Passaic County, New Jersey",2016,507945,6783.0,3679,62016,1088
New Jersey,Salem County,"Salem County, New Jersey",2016,63436,,853,53662,825
New Jersey,Somerset County,"Somerset County, New Jersey",2016,333751,10460.0,1833,104478,1343
New Jersey,Sussex County,"Sussex County, New Jersey",2016,142522,4301.0,762,87829,1149
New Jersey,Union County,"Union County, New Jersey",2016,555630,10893.0,4863,72028,1097
New Jersey,Warren County,"Warren County, New Jersey",2016,106617,,852,74867,936
New Mexico,Bernalillo County,"Bernalillo County, New Mexico",2016,676953,14387.0,8044,50601,723
New Mexico,Chaves County,"Chaves County, New Mexico",2016,65282,,573,40960,559
New Mexico,Doña Ana County,"Doña Ana County, New Mexico",2016,214207,4206.0,2036,37496,621
New Mexico,Lea County,"Lea County, New Mexico",2016,69749,,380,55636,695
New Mexico,McKinley County,"McKinley County, New Mexico",2016,74923,,811,31526,588
New Mexico,Otero County,"Otero County, New Mexico",2016,65410,,780,43646,700
New Mexico,San Juan County,"San Juan County, New Mexico",2016,115079,,1255,52003,660
New Mexico,Sandoval County,"Sandoval County, New Mexico",2016,142025,3647.0,755,57158,852
New Mexico,Santa Fe County,"Santa Fe County, New Mexico",2016,148651,6229.0,860,57863,878
New Mexico,Valencia County,"Valencia County, New Mexico",2016,75626,,1217,43700,641
New York,Albany County,"Albany County, New York",2016,308846,7302.0,3101,61754,842
New York,Bronx County,"Bronx County, New York",2016,1455720,19329.0,37247,37525,1032
New York,Broome County,"Broome County, New York",2016,195334,2513.0,4349,50463,639
New York,Cattaraugus County,"Cattaraugus County, New York",2016,77677,,840,46842,500
New York,Cayuga County,"Cayuga County, New York",2016,77861,,876,54995,614
New York,Chautauqua County,"Chautauqua County, New York",2016,129504,2476.0,2345,42204,522
New York,Chemung County,"Chemung County, New York",2016,86322,,537,51269,638
New York,Clinton County,"Clinton County, New York",2016,81073,,880,55316,662
New York,Dutchess County,"Dutchess County, New York",2016,294473,8972.0,2624,74115,993
New York,Erie County,"Erie County, New York",2016,921046,12988.0,10241,54246,653
New York,Jefferson County,"Jefferson County, New York",2016,114006,,1670,45624,814
New York,Kings County,"Kings County, New York",2016,2629150,57324.0,45928,55150,1227
New York,Livingston County,"Livingston County, New York",2016,64257,,999,53121,571
New York,Madison County,"Madison County, New York",2016,71329,,762,60630,563
New York,Monroe County,"Monroe County, New York",2016,747727,14360.0,11382,54492,754
New York,Nassau County,"Nassau County, New York",2016,1361500,29710.0,5537,105870,1535
New York,New York County,"New York County, New York",2016,1643734,62281.0,22348,77559,1586
New York,Niagara County,"Niagara County, New York",2016,211758,2198.0,2690,50233,545
New York,Oneida County,"Oneida County, New York",2016,231190,3495.0,3084,52996,590
New York,Onondaga County,"Onondaga County, New York",2016,466194,9194.0,6038,56991,709
New York,Ontario County,"Ontario County, New York",2016,109828,,991,57448,719
New York,Orange County,"Orange County, New York",2016,379210,9474.0,2599,73025,988
New York,Oswego County,"Oswego County, New York",2016,118987,1682.0,1880,53562,605
New York,Putnam County,"Putnam County, New York",2016,98900,,700,96992,1235
New York,Queens County,"Queens County, New York",2016,2333054,29279.0,24366,62207,1359
New York,Rensselaer County,"Rensselaer County, New York",2016,160070,2625.0,1321,65965,753
New York,Richmond County,"Richmond County, New York",2016,476015,5989.0,8002,77197,1116
New York,Rockland County,"Rockland County, New York",2016,326780,7952.0,1991,85515,1364
New York,Saratoga County,"Saratoga County, New York",2016,227053,,1520,76097,912
New York,Schenectady County,"Schenectady County, New York",2016,154553,2325.0,2400,58331,765
New York,St. Lawrence County,"St. Lawrence County, New York",2016,110038,2199.0,3055,51592,568
New York,Steuben County,"Steuben County, New York",2016,96940,1171.0,765,50575,570
New York,Suffolk County,"Suffolk County, New York",2016,1492583,28346.0,8220,92933,1543
New York,Sullivan County,"Sullivan County, New York",2016,74801,,180,50652,707
New York,Tompkins County,"Tompkins County, New York",2016,104871,2802.0,1058,56349,932
New York,Ulster County,"Ulster County, New York",2016,179225,6383.0,2630,62790,868
New York,Warren County,"Warren County, New York",2016,64567,,565,58061,749
New York,Wayne County,"Wayne County, New York",2016,90798,,458,59538,638
New York,Westchester County,"Westchester County, New York",2016,974542,25044.0,5709,89709,1326
North Carolina,Alamance County,"Alamance County, North Carolina",2016,159688,,1199,45100,559
North Carolina,Brunswick County,"Brunswick County, North Carolina",2016,126953,,950,50692,718
North Carolina,Buncombe County,"Buncombe County, North Carolina",2016,256088,10025.0,1647,50685,757
